user_id,movie_id,user_rating,timestamp
user_1,14,4,1609708528
user_1,103,5,1655235115
user_1,96,5,1475061328
user_1,42,4,1467647757
user_1,138,3,1620703223
user_1,77,3,1454802431
user_1,2,2,1478273990
user_1,51,5,1613635690
user_1,59,4,1430306825
user_1,142,5,1491780466
user_1,63,1,1464029182
user_1,13,5,1526098888
user_1,125,5,1687967122
user_1,123,3,1449280714
user_1,93,3,1507353156
user_1,139,3,1539638717
user_1,104,3,1543162242
user_1,145,4,1429472206
user_1,60,4,1503633991
user_1,72,3,1633911760
user_1,47,4,1519458104
user_1,54,2,1461921231
user_2,135,3,1493820564
user_2,119,4,1691877387
user_2,35,4,1433472078
user_2,85,5,1478928230
user_2,90,3,1635458930
user_2,21,4,1697016573
user_2,147,4,1556930117
user_2,121,1,1700437527
user_2,124,4,1574220229
user_2,103,3,1666073122
user_2,48,2,1594877199
user_2,44,5,1521668393
user_2,93,5,1601244830
user_2,66,5,1549838611
user_2,29,3,1672661744
user_2,125,2,1477901754
user_2,146,5,1498746245
user_2,95,4,1440252685
user_2,101,2,1679167873
user_2,17,4,1508671027
user_2,112,1,1424149393
user_2,78,5,1504805339
user_3,20,3,1612518054
user_3,71,4,1591419247
user_3,11,3,1665266317
user_3,53,4,1493014891
user_3,16,4,1703448500
user_3,17,3,1545130593
user_3,145,5,1513021940
user_3,95,5,1587378316
user_3,79,5,1687288169
user_3,136,5,1501582169
user_3,117,4,1593841970
user_3,83,5,1620807454
user_3,87,2,1589737636
user_3,21,3,1587244203
user_3,13,1,1559159241
user_4,2,4,1496946462
user_4,111,4,1689357548
user_4,136,3,1545578240
user_4,46,5,1642994996
user_4,32,4,1490991626
user_4,55,3,1626611218
user_4,69,4,1605641423
user_4,93,2,1533771660
user_4,115,5,1684368613
user_4,10,2,1546424389
user_4,84,5,1468659876
user_4,148,5,1581819789
user_4,119,3,1433147399
user_4,83,1,1645807623
user_4,106,5,1424317155
user_4,61,5,1447114270
user_4,28,5,1588583200
user_4,17,5,1474103883
user_4,54,2,1463119684
user_4,110,4,1458520870
user_5,13,2,1560382547
user_5,126,5,1640276356
user_5,4,4,1601300442
user_5,67,4,1472149056
user_5,135,2,1674113135
user_5,78,3,1636812786
user_5,56,4,1645808637
user_5,27,5,1484165743
user_5,97,4,1422765017
user_5,121,5,1568361052
user_5,3,4,1504276193
user_5,90,2,1605888861
user_5,32,5,1595076186
user_5,106,5,1649326165
user_5,123,4,1660157668
user_5,11,5,1443659890
user_5,72,4,1657078221
user_5,92,4,1578840007
user_5,89,4,1645481745
user_5,102,1,1435923509
user_6,24,2,1427776594
user_6,138,1,1610949234
user_6,69,4,1520684522
user_6,58,3,1538317332
user_6,128,4,1511879275
user_6,140,5,1481243076
user_6,79,3,1596160563
user_6,122,4,1676654684
user_6,45,5,1475141370
user_6,43,3,1658022981
user_6,75,2,1676981407
user_6,1,3,1566966323
user_6,54,3,1599407608
user_6,119,5,1592082072
user_6,120,5,1559151582
user_6,116,4,1603970233
user_7,75,5,1607918820
user_7,44,5,1694276672
user_7,28,3,1545969264
user_7,74,5,1642891898
user_7,16,4,1664082696
user_7,38,5,1470493005
user_7,147,5,1456921896
user_7,35,3,1436658823
user_7,91,2,1549202802
user_7,113,3,1678400690
user_7,125,4,1662128077
user_7,92,5,1591657785
user_7,95,5,1692650711
user_7,6,1,1453254421
user_7,7,4,1546611319
user_7,142,4,1507678506
user_8,90,3,1634641256
user_8,32,2,1469512589
user_8,4,4,1453500179
user_8,118,5,1646860458
user_8,141,4,1663153299
user_8,91,4,1553002879
user_8,114,5,1683486612
user_8,70,4,1617522759
user_8,126,5,1465087423
user_8,18,5,1581577579
user_8,34,3,1519981765
user_8,103,4,1508027267
user_8,106,3,1646231046
user_8,128,3,1650659782
user_8,80,1,1662963181
user_8,84,4,1624814558
user_8,109,4,1646883687
user_8,105,2,1598854284
user_8,99,3,1522793597
user_8,69,5,1556688301
user_8,92,3,1573859333
user_8,145,2,1598273289
user_8,73,4,1543096386
user_8,150,5,1545900167
user_9,4,3,1583671314
user_9,117,4,1428055492
user_9,74,5,1656001521
user_9,16,3,1680729099
user_9,69,5,1689170827
user_9,138,4,1590642735
user_9,99,4,1436160671
user_9,53,4,1432988831
user_9,85,4,1594849665
user_9,144,2,1650311232
user_9,84,5,1455251133
user_9,120,4,1511609782
user_9,13,3,1658612902
user_9,24,1,1674608350
user_9,66,4,1611752369
user_9,94,4,1476627105
user_9,131,1,1658668944
user_9,23,4,1631570413
user_10,39,3,1542608209
user_10,123,4,1501615555
user_10,106,3,1565964129
user_10,102,5,1544681308
user_10,112,4,1450528753
user_10,109,5,1572776440
user_10,35,2,1660652509
user_10,147,4,1679979474
user_10,1,2,1478483699
user_10,37,5,1538761218
user_10,82,5,1433416302
user_10,30,3,1445416533
user_10,52,4,1464905999
user_10,14,5,1605948419
user_10,83,4,1599053158
user_10,56,4,1480853690
user_10,29,3,1482907787
user_10,9,2,1496766132
user_10,70,5,1570946604
user_10,32,5,1562326517
user_10,117,4,1474011567
user_10,75,4,1433145414
user_10,17,4,1595299104
user_11,84,5,1535901123
user_11,14,5,1594736040
user_11,111,5,1602580684
user_11,41,5,1689207441
user_11,110,4,1580995647
user_11,81,2,1685946377
user_11,142,3,1636037514
user_11,1,5,1507740750
user_11,50,4,1467421802
user_11,115,1,1489473824
user_11,85,2,1473519676
user_11,76,4,1526456335
user_11,125,1,1590645376
user_11,44,3,1678125808
user_11,77,4,1425719181
user_11,12,5,1645039665
user_11,80,4,1539453228
user_11,86,3,1429899108
user_11,20,5,1560681985
user_11,10,3,1433532191
user_11,61,4,1532500447
user_11,106,5,1476417715
user_11,122,4,1533677886
user_11,33,5,1686356581
user_11,118,4,1444992341
user_12,126,4,1565454406
user_12,30,2,1636467256
user_12,2,4,1487121693
user_12,9,3,1464367982
user_12,67,3,1472755403
user_12,98,5,1527499091
user_12,85,4,1637666541
user_12,86,5,1489415498
user_12,16,4,1493267350
user_12,148,5,1497323225
user_12,125,4,1446640305
user_12,138,4,1424770027
user_12,135,4,1643460708
user_12,48,3,1635446243
user_12,71,5,1578033446
user_12,136,3,1670193717
user_12,110,1,1684635373
user_12,73,4,1590334206
user_12,87,3,1563864428
user_12,119,5,1446679970
user_12,99,5,1580659924
user_13,43,5,1466489126
user_13,5,4,1615107276
user_13,9,1,1615118449
user_13,1,5,1699199503
user_13,115,4,1557146380
user_13,24,5,1437309601
user_13,123,5,1699490132
user_13,3,5,1672269613
user_13,120,3,1468060666
user_13,31,4,1528149790
user_13,48,5,1474562148
user_13,76,3,1457661855
user_13,99,3,1462394682
user_13,57,4,1703676266
user_13,11,5,1505744506
user_13,63,5,1681363543
user_13,6,4,1484682939
user_13,10,2,1639040101
user_13,46,4,1646551140
user_13,81,5,1632410311
user_13,114,2,1439780178
user_13,106,4,1616506286
user_13,93,5,1547390472
user_14,76,5,1426661943
user_14,80,5,1586722026
user_14,13,5,1689500310
user_14,56,4,1482616565
user_14,100,3,1641740112
user_14,64,5,1583607762
user_14,148,5,1447381927
user_14,84,5,1506347209
user_14,123,5,1588703033
user_14,105,4,1661407816
user_14,140,4,1687015176
user_14,119,5,1644652580
user_14,122,4,1647569607
user_14,70,5,1574682964
user_14,15,5,1695496594
user_14,120,5,1528927975
user_14,39,4,1545120153
user_14,75,4,1579790262
user_15,66,2,1534867622
user_15,15,4,1534842040
user_15,38,1,1440634803
user_15,118,4,1528645804
user_15,92,4,1491921964
user_15,16,3,1623492726
user_15,63,4,1603960710
user_15,143,1,1566798822
user_15,22,1,1551459385
user_15,14,5,1481021983
user_15,137,4,1468843813
user_15,85,2,1636616040
user_15,130,4,1659550659
user_15,36,5,1469286452
user_15,8,3,1657949435
user_15,60,4,1524337600
user_15,106,2,1619216785
user_15,67,2,1438485238
user_15,13,4,1679835020
user_15,139,4,1424714050
user_15,82,4,1487666108
user_15,147,5,1533952889
user_16,117,5,1605388468
user_16,17,4,1667316829
user_16,148,4,1514430783
user_16,74,5,1589093101
user_16,134,3,1633701164
user_16,129,4,1689077030
user_16,114,2,1693183077
user_16,38,1,1469640016
user_16,64,5,1508347088
user_16,128,5,1568349513
user_16,73,5,1641546457
user_16,121,4,1510290813
user_16,40,3,1673047282
user_16,99,3,1606057488
user_16,92,3,1533925846
user_16,58,4,1660408195
user_16,55,5,1609005020
user_16,85,4,1592722492
user_16,127,3,1558771853
user_17,96,5,1585474189
user_17,86,5,1611141402
user_17,9,4,1631790577
user_17,111,4,1703744582
user_17,109,4,1605856177
user_17,119,3,1689562060
user_17,140,4,1443646553
user_17,123,5,1484862226
user_17,139,1,1640559323
user_17,56,2,1701295008
user_17,69,1,1537497210
user_17,93,1,1605764403
user_17,12,5,1433401745
user_17,10,5,1465816733
user_17,77,4,1570153333
user_17,40,2,1549194395
user_17,128,4,1421078541
user_17,65,4,1525182533
user_17,95,3,1450992116
user_17,67,4,1433307437
user_17,102,4,1545226858
user_17,41,4,1692664607
user_18,28,4,1458031552
user_18,22,1,1426814765
user_18,143,4,1594008197
user_18,125,4,1648673813
user_18,67,4,1498161846
user_18,53,5,1476021713
user_18,128,4,1486381928
user_18,90,3,1480793294
user_18,29,2,1571063047
user_18,60,4,1486704314
user_18,129,1,1423567182
user_18,106,4,1629625184
user_18,15,5,1617148121
user_18,44,4,1573057886
user_18,16,4,1571175453
user_18,7,4,1464624186
user_18,65,4,1587550579
user_18,114,4,1696420906
user_18,105,5,1668311039
user_18,120,4,1454575680
user_18,104,5,1423127654
user_19,119,5,1577901191
user_19,50,3,1667796040
user_19,45,2,1560561545
user_19,126,2,1505350228
user_19,48,1,1459309330
user_19,41,2,1690123729
user_19,138,5,1585182825
user_19,148,2,1636898683
user_19,79,3,1661402272
user_19,34,5,1620735607
user_19,9,1,1686237367
user_19,44,5,1426669496
user_19,94,3,1570281682
user_19,113,2,1642322363
user_19,110,5,1532404289
user_19,30,4,1451069662
user_19,128,5,1611939219
user_19,146,5,1578009650
user_19,61,5,1500731417
user_19,35,3,1506099099
user_19,52,3,1489627143
user_19,106,5,1444362154
